                                                        Virus Total Verification Report
============================================================================================================================================
S.No  | Index      | URL                                      | Actual Label    | VirusTotal Label     |    Status    | Analysis Timestamp
257   | 362208     | infoukes.com/galiciadivision/            | good            | good                 | Match        | 2025-03-05 04:53:09
258   | 460857     | vitals.com/doctors/geriatricist_ny_7.htm | good            | good                 | Match        | 2025-03-05 04:54:11
259   | 176377     | en.wikipedia.org/wiki/Johanne_Gauthier   | good            | good                 | Match        | 2025-03-05 04:55:13
260   | 245470     | teamsports.sayhideals.com/spalding-44-in | good            | good                 | Match        | 2025-03-05 04:56:16
261   | 110589     | modernyear.com/autodomain/adddomain/doma | bad             | good                 | Not Match    | 2025-03-05 04:57:18
262   | 254723     | velonews.competitor.com/2011/09/news/too | good            | good                 | Match        | 2025-03-05 04:58:20
263   | 263315     | 123people.ca/s/ralph+barton              | good            | good                 | Match        | 2025-03-05 04:59:22
264   | 405747     | nme.com/reviews/the-besnard-lakes--2/111 | good            | good                 | Match        | 2025-03-05 05:00:25
265   | 540122     | www2.sendsecuremail.com/bellevue/Violati | bad             | good                 | Not Match    | 2025-03-05 05:01:26
266   | 177916     | en.wikipedia.org/wiki/Marc_Caron         | good            | good                 | Match        | 2025-03-05 05:02:29
267   | 416588     | preskoteam.com/                          | good            | good                 | Match        | 2025-03-05 05:03:31
268   | 271832     | allhighschools.com/school/john-burroughs | good            | good                 | Match        | 2025-03-05 05:04:34
269   | 431912     | skyscrapercity.com/showthread.php?t=1239 | good            | good                 | Match        | 2025-03-05 05:05:36
270   | 304315     | chud.com/community/t/56835/mary-ellis-bu | good            | good                 | Match        | 2025-03-05 05:06:40
271   | 537928     | privacy-ukr.net/                         | bad             | good                 | Not Match    | 2025-03-05 05:07:42
272   | 180545     | en.wikipedia.org/wiki/Shelley_Berman     | good            | good                 | Match        | 2025-03-05 05:08:44
273   | 78601      | it.slashdot.org/article.pl?sid=07/05/15/ | good            | good                 | Match        | 2025-03-05 05:09:47
274   | 203379     | joeysalazar.org/                         | good            | good                 | Match        | 2025-03-05 05:10:50
275   | 123200     | hosttoday.org/adminftp/hotmail/hotmail/  | bad             | good                 | Not Match    | 2025-03-05 05:11:52
276   | 10380      | hlanz.org/billing/system/info/update/web | bad             | good                 | Not Match    | 2025-03-05 05:12:55
277   | 253160     | uk.reuters.com/article/2011/05/31/uk-ten | good            | good                 | Match        | 2025-03-05 05:13:58
278   | 455067     | umary.edu/athletics/men/basketball.php   | good            | good                 | Match        | 2025-03-05 05:15:02
279   | 330238     | facebook.com/pages/Providence-High-Schoo | good            | good                 | Match        | 2025-03-05 05:16:05
280   | 460484     | visitsomerset.com/pages/events.html      | good            | good                 | Match        | 2025-03-05 05:17:08
281   | 226925     | people.famouswhy.com/steven_benjamin_dav | good            | good                 | Match        | 2025-03-05 05:18:11
282   | 530325     | qosmvyuuwoklly.pl/upload/_dispatch.php   | bad             | good                 | Not Match    | 2025-03-05 05:19:14
283   | 158773     | cjal149apwu.org/                         | good            | good                 | Match        | 2025-03-05 05:20:17
284   | 458284     | veromi.com/BusinessDetailPg000007225.asp | good            | good                 | Match        | 2025-03-05 05:21:21
285   | 227484     | phantomthemovie.warnerbros.com/          | good            | good                 | Match        | 2025-03-05 05:22:22
286   | 444464     | thefreedictionary.com/Vultures           | good            | good                 | Match        | 2025-03-05 05:23:26
287   | 314290     | dictionary30.com/meaning/Gesellschaft    | good            | good                 | Match        | 2025-03-05 05:24:29
288   | 400655     | myspace.com/steadymobbnmusic/music/album | good            | good                 | Match        | 2025-03-05 05:25:33
289   | 367773     | kchistory.org/cdm4/local-subjects-2.php? | good            | good                 | Match        | 2025-03-05 05:26:36
290   | 409288     | olpatentlaw.com/lortiz.html              | good            | good                 | Match        | 2025-03-05 05:27:39
291   | 178096     | en.wikipedia.org/wiki/Matthew_Lloyd      | good            | good                 | Match        | 2025-03-05 05:28:43
292   | 385095     | marketwire.com/press-release/2010-11-nad | good            | good                 | Match        | 2025-03-05 05:29:45
293   | 161495     | content.usatoday.com/sportsdata/basketba | good            | good                 | Match        | 2025-03-05 05:30:53
294   | 544728     | shangtaomao.com/878hf33f34f              | bad             | good                 | Not Match    | 2025-03-05 05:31:56
295   | 38450      | www.hncxin.com/js/?us.battle.net/login/e | bad             | good                 | Not Match    | 2025-03-05 05:32:59
296   | 497414     | lkfashions.com/3vkh8fcv                  | bad             | good                 | Not Match    | 2025-03-05 05:34:01
297   | 477184     | youtube.com/watch?v=meA2I9plWxE          | good            | good                 | Match        | 2025-03-05 05:35:05
298   | 402281     | nbcactionnews.com/dpp/lifestyle/fashion/ | good            | good                 | Match        | 2025-03-05 05:36:08
299   | 132785     | denizlideevdenevenakliyat.com/document/p | bad             | good                 | Not Match    | 2025-03-05 05:37:11
300   | 366723     | juggle.com/eve-plumb                     | good            | good                 | Match        | 2025-03-05 05:38:13
301   | 499278     | zjfq4lnfbs7pncr5.tor2web.org/            | bad             | good                 | Not Match    | 2025-03-05 05:39:16
302   | 141020     | aibakaland.forumup.org/viewforum.php?f=5 | good            | good                 | Match        | 2025-03-05 05:40:19
303   | 127419     | iasdband.com.br/wd/authentica/auth/view/ | bad             | good                 | Not Match    | 2025-03-05 05:41:23
304   | 45227      | www999.paypal.co.uk.45579.ssl-780.mx/js/ | bad             | good                 | Not Match    | 2025-03-05 05:42:26
305   | 40634      | '9d345009-a-62cb3a1a-s-sites.googlegroup | bad             | bad                  | Match        | 2025-03-05 05:43:28
306   | 71149      | i1.dk/download/ihttpd/index.html         | good            | good                 | Match        | 2025-03-05 05:44:31
307   | 124624     | secured-information.net/signin/247966DC7 | bad             | good                 | Not Match    | 2025-03-05 05:45:33
308   | 394177     | muse.ca/en/news.aspx                     | good            | good                 | Match        | 2025-03-05 05:46:36
309   | 420750     | realsexedfacts.com/                      | good            | good                 | Match        | 2025-03-05 05:47:39
310   | 247014     | theodorebruceauctions.com.au/            | good            | good                 | Match        | 2025-03-05 05:48:40
311   | 538344     | hollywoodjesus.com/movie/fat_albert/09.j | bad             | good                 | Not Match    | 2025-03-05 05:49:44
312   | 65088      | home.neopets.com/templates/homepage.phtm | good            | good                 | Match        | 2025-03-05 05:50:48
313   | 320690     | elephantjournal.com/2008/08/im-in-love-w | good            | good                 | Match        | 2025-03-05 05:51:51
314   | 116168     | meteoland.org/modules/mod_poll/tmpl/iv.h | bad             | good                 | Not Match    | 2025-03-05 05:52:54
315   | 56416      | www.isa.org/MSTemplate.cfm?MicrositeID=1 | good            | good                 | Match        | 2025-03-05 05:53:57
316   | 63554      | en.wikipedia.org/wiki/Raymond_Kurzweil   | good            | good                 | Match        | 2025-03-05 05:54:59
317   | 478224     | youtube.com/watch?v=ucGO6LkST8Y          | good            | good                 | Match        | 2025-03-05 05:56:02
318   | 16907      | kathydunnehoff.com/wp-content/plugins/si | bad             | good                 | Not Match    | 2025-03-05 05:57:05
319   | 100262     | gcweb.ir/eb/ALL/                         | bad             | good                 | Not Match    | 2025-03-05 05:58:07
320   | 507363     | fungasoap.net/67j5hg                     | bad             | good                 | Not Match    | 2025-03-05 05:59:10
321   | 448721     | topix.com/summer-sports/eric-lamaze      | good            | good                 | Match        | 2025-03-05 06:00:13
322   | 224740     | oursalesmanager.com/                     | good            | good                 | Match        | 2025-03-05 06:01:16
323   | 376227     | linkedin.com/pub/denis-chouinard/1/732/8 | good            | good                 | Match        | 2025-03-05 06:02:18
324   | 380453     | lyricsfreak.com/a/alice+in+chains/hate+t | good            | good                 | Match        | 2025-03-05 06:03:22
325   | 233161     | radio3.cbc.ca/blogs/2011/9/Arcade-Fire-L | good            | good                 | Match        | 2025-03-05 06:04:25
326   | 272549     | allstarpics.net/pic-gallery/darcy-rose-b | good            | good                 | Match        | 2025-03-05 06:05:29
327   | 276769     | amazon.com/Quest-Consciousness-Neurobiol | good            | good                 | Match        | 2025-03-05 06:06:32
328   | 378773     | loc.gov/rr/hispanic/francophonie/francop | good            | good                 | Match        | 2025-03-05 06:07:34
329   | 218887     | muzlolo.org/682/simple+plan+album+deluxe | good            | good                 | Match        | 2025-03-05 06:08:36
330   | 13433      | 'www.ccswy.com/css/?us.battle.net/login/ | bad             | bad                  | Match        | 2025-03-05 06:09:38
331   | 377002     | linkedin.com/pub/george-hodges/11/b81/49 | good            | good                 | Match        | 2025-03-05 06:10:42
332   | 478741     | youtube.com/watch?v=yToEYmJ6Z3k          | good            | good                 | Match        | 2025-03-05 06:11:45
333   | 308384     | commonsensemedia.org/website-reviews/dis | good            | good                 | Match        | 2025-03-05 06:12:47
334   | 176252     | en.wikipedia.org/wiki/Jessica_Bangkok    | good            | good                 | Match        | 2025-03-05 06:13:50
335   | 26098      | mnsg4.com/en/us/cgi-bin/webscr8558.html? | bad             | good                 | Not Match    | 2025-03-05 06:14:53
336   | 489912     | instromenmendous.casolagreenhouse.com/pe | bad             | good                 | Not Match    | 2025-03-05 06:15:56
337   | 465117     | wired.com/magazine/2010/08/ff_webrip/all | good            | good                 | Match        | 2025-03-05 06:16:59
338   | 199832     | illicoweb.videotron.com/illicoweb/all-ch | good            | good                 | Match        | 2025-03-05 06:18:01
339   | 540194     | holmebjerg.dk/hgf65g                     | bad             | good                 | Not Match    | 2025-03-05 06:19:05
340   | 49350      | www.taylormadeproductions.com/MusicDemos | good            | good                 | Match        | 2025-03-05 06:20:07
341   | 276897     | amazon.com/Road-Runner-Large-Keyboard-Co | good            | good                 | Match        | 2025-03-05 06:21:11
342   | 321013     | elyrics.net/read/d/daniel-belanger-lyric | good            | good                 | Match        | 2025-03-05 06:22:14
343   | 245607     | telegraphjournal.canadaeast.com/actualit | good            | good                 | Match        | 2025-03-05 06:23:17
344   | 395882     | mylife.com/c-2219393648                  | good            | good                 | Match        | 2025-03-05 06:24:22
345   | 136374     | caxtons.whodigital.com/LORDS/ipad/ipad/D | bad             | good                 | Not Match    | 2025-03-05 06:25:28
346   | 29332      | us.battle.net.login.en.ea-login.com/logi | bad             | good                 | Not Match    | 2025-03-05 06:26:30
347   | 418872     | quazal.com/                              | good            | good                 | Match        | 2025-03-05 06:27:34
348   | 214728     | montreal.about.com/od/montrealartscultur | good            | good                 | Match        | 2025-03-05 06:28:36
349   | 198770     | humber.northnet.org/vilgrnconcerts/V.G.C | good            | good                 | Match        | 2025-03-05 06:29:39
350   | 508143     | hedsarowlitt.ru/h/gate.php               | bad             | good                 | Not Match    | 2025-03-05 06:30:45
351   | 504900     | scottygooding.com.au/t76f3g              | bad             | good                 | Not Match    | 2025-03-05 06:31:50
352   | 219305     | n4g.com/news/851202/fumito-ueda-says-the | good            | good                 | Match        | 2025-03-05 06:32:54
353   | 537688     | dmsoinfo.com/razk3                       | bad             | good                 | Not Match    | 2025-03-05 06:33:56
354   | 204846     | kbay.com.kh/                             | good            | good                 | Match        | 2025-03-05 06:34:58
355   | 373622     | lexisone.com/lx1/caselaw/freecaselaw?act | good            | good                 | Match        | 2025-03-05 06:36:00
356   | 386302     | mcgill.ca/reporter/34/03/stadium/        | good            | good                 | Match        | 2025-03-05 06:37:04
357   | 529462     | babycotsonline.com/ph42q6ue              | bad             | good                 | Not Match    | 2025-03-05 06:38:08
358   | 79498      | mainline.brynmawr.edu/Robots/ResourceKit | good            | good                 | Match        | 2025-03-05 06:39:12
359   | 123951     | restaurantejequitiba.com.br/wp-content/u | bad             | good                 | Not Match    | 2025-03-05 06:40:15
360   | 48181      | www.heartwoods.com/html/barn_wood.html   | good            | good                 | Match        | 2025-03-05 06:41:18
361   | 326129     | facebook.com/MyDorchester                | good            | good                 | Match        | 2025-03-05 06:42:20
362   | 1054       | radio-martin.hr/remax/index.htm          | bad             | good                 | Not Match    | 2025-03-05 06:43:24
363   | 378272     | literotica.com/s/taken-by-two-boys       | good            | good                 | Match        | 2025-03-05 06:44:26
364   | 487897     | 67.23.255.34/~comentar/Face/Facebook_Com | bad             | good                 | Not Match    | 2025-03-05 06:45:29
365   | 254489     | va.milesplit.com/teams/GW                | good            | good                 | Match        | 2025-03-05 06:46:32
366   | 210010     | lynsweb.com/                             | good            | good                 | Match        | 2025-03-05 06:47:35
367   | 288746     | baseball-statistics.com/HOF/Rogan.html   | good            | good                 | Match        | 2025-03-05 06:48:38
368   | 19767      | x45m8769.3web.me/                        | bad             | good                 | Not Match    | 2025-03-05 06:49:42
369   | 373396     | letrs.indiana.edu/cgi/t/text/text-idx?c= | good            | good                 | Match        | 2025-03-05 06:50:50
370   | 78504      | 'www.pearsonhighered.com/educator/academ | good            | good                 | Match        | 2025-03-05 06:51:52
371   | 225615     | pdc.wikipedia.org/wiki/Sam_Roberts       | good            | good                 | Match        | 2025-03-05 06:52:57
372   | 52634      | www.math.uiuc.edu/ResearchAreas/actsci.h | good            | good                 | Match        | 2025-03-05 06:53:59
373   | 548862     | 195.22.127.233:80/rec/fre.php            | bad             | good                 | Not Match    | 2025-03-05 06:55:01
374   | 93675      | www.pathguy.com/krynn.htm                | good            | good                 | Match        | 2025-03-05 06:56:04
375   | 237582     | seadoosportboats.com/topic/1982-new-to-m | good            | good                 | Match        | 2025-03-05 06:57:07
376   | 414354     | pitch.com/                               | good            | good                 | Match        | 2025-03-05 06:58:10
377   | 153858     | business.financialpost.com/2011/02/22/bo | good            | good                 | Match        | 2025-03-05 06:59:13
378   | 235317     | rivals.yahoo.com/ncaa/football/recruitin | good            | good                 | Match        | 2025-03-05 07:00:16
379   | 376786     | linkedin.com/pub/dir/richard/lotz        | good            | good                 | Match        | 2025-03-05 07:01:19
380   | 544035     | fjlpilrgdsxada.info/information.cgi      | bad             | good                 | Not Match    | 2025-03-05 07:02:23
381   | 318044     | easternpromisesthemovie.co.uk/           | good            | good                 | Match        | 2025-03-05 07:03:25
382   | 163616     | daytimeconfidential.zap2it.com/news/cady | good            | good                 | Match        | 2025-03-05 07:04:33
383   | 81174      | pear.php.net/package/DB_Sqlite_Tools     | good            | good                 | Match        | 2025-03-05 07:05:36
384   | 301818     | cellphonebeat.com/entry/openmoko-neo-fre | good            | good                 | Match        | 2025-03-05 07:06:38
385   | 312020     | dailymotion.com/video/xi0p4x_sin-nombre- | good            | good                 | Match        | 2025-03-05 07:07:41
386   | 239311     | simmonsfield.blogspot.com/2011/05/big-12 | good            | good                 | Match        | 2025-03-05 07:08:43
387   | 273593     | amazon.co.uk/Inside-Im-Dancing-DVD/dp/B0 | good            | good                 | Match        | 2025-03-05 07:09:46
388   | 540518     | 31.41.44.164/upd/14                      | bad             | good                 | Not Match    | 2025-03-05 07:10:49
389   | 161858     | corporate.univision.com/2007/05/disney-a | good            | good                 | Match        | 2025-03-05 07:11:51
390   | 115407     | lafayettebeauty.net/wp-content/plugins/c | bad             | good                 | Not Match    | 2025-03-05 07:12:54
391   | 397092     | mylife.com/jimlillie                     | good            | good                 | Match        | 2025-03-05 07:13:56
392   | 522275     | 6i3cb6owitcouepv.mywa2pay.com/img/style. | bad             | good                 | Not Match    | 2025-03-05 07:14:59
393   | 147177     | azurretirementhomes.com/contact          | good            | good                 | Match        | 2025-03-05 07:16:01
394   | 445193     | theglobeandmail.com/news/national/toront | good            | good                 | Match        | 2025-03-05 07:17:04
395   | 125508     | ip-184-168-166-154.ip.secureserver.net/w | bad             | good                 | Not Match    | 2025-03-05 07:18:09
396   | 423707     | rnbaseball.com/VarsityRoster.shtml       | good            | good                 | Match        | 2025-03-05 07:19:11
397   | 165015     | dictionary.sensagent.com/club+atlético+r | good            | good                 | Match        | 2025-03-05 07:20:15
398   | 496685     | 210.171.0.30/~akfa8701/76p9su            | bad             | good                 | Not Match    | 2025-03-05 07:21:20
399   | 223227     | ocw.tufts.edu/Course/13                  | good            | good                 | Match        | 2025-03-05 07:22:23
400   | 164422     | design-integration.net/                  | good            | good                 | Match        | 2025-03-05 07:23:26
401   | 310673     | crowncenterofficespace.com/amenities.htm | good            | good                 | Match        | 2025-03-05 07:24:30
402   | 211629     | matt.wordpress.com/2006/04/06/ralph-wald | good            | good                 | Match        | 2025-03-05 07:25:33
403   | 66472      | tools.ietf.org/html/rfc398               | good            | good                 | Match        | 2025-03-05 07:26:35
404   | 342893     | freeprnow.com/pr/world-premier-video-fro | good            | good                 | Match        | 2025-03-05 07:27:38
405   | 276249     | amazon.com/Moonlight-Lily-Carrie-Emma-We | good            | good                 | Match        | 2025-03-05 07:28:41
406   | 520437     | www.cpeconsultores.com/tmp/pack.tar.gz   | bad             | good                 | Not Match    | 2025-03-05 07:29:44
407   | 116643     | uukis.com/dhl.php                        | bad             | good                 | Not Match    | 2025-03-05 07:30:47
408   | 368134     | kentuckycenter.org/                      | good            | good                 | Match        | 2025-03-05 07:31:50
409   | 161409     | content.usatoday.com/community/tags/topi | good            | good                 | Match        | 2025-03-05 07:32:52
410   | 158320     | chroniclingamerica.loc.gov/lccn/sn840281 | good            | good                 | Match        | 2025-03-05 07:33:55
411   | 259901     | wmpoweruser.mobify.me/                   | good            | good                 | Match        | 2025-03-05 07:34:56
412   | 338968     | flickr.com/photos/83379080@N00/sets/7215 | good            | good                 | Match        | 2025-03-05 07:35:58
413   | 508476     | pardijusat.ru/gate.php                   | bad             | good                 | Not Match    | 2025-03-05 07:37:01
414   | 66336      | tools.ietf.org/html/rfc227               | good            | good                 | Match        | 2025-03-05 07:38:06
415   | 277225     | amazon.com/Spain-My-Heart-Songs-Spanish/ | good            | good                 | Match        | 2025-03-05 07:39:08
416   | 481955     | youmix.co.uk/track/400452                | good            | good                 | Match        | 2025-03-05 07:40:11
417   | 491301     | lawaco.com.vn/hh/cp.php?m=login          | bad             | good                 | Not Match    | 2025-03-05 07:41:15
418   | 147368     | badoo.com/028225988/                     | good            | good                 | Match        | 2025-03-05 07:42:18
419   | 174206     | en.wikipedia.org/wiki/East_Fife_FC       | good            | good                 | Match        | 2025-03-05 07:43:20
420   | 181326     | en.wikipedia.org/wiki/The_Pembroke_Hill_ | good            | good                 | Match        | 2025-03-05 07:44:22
421   | 48546      | tech.groups.yahoo.com/group/homedairygoa | good            | good                 | Match        | 2025-03-05 07:45:25
422   | 114807     | sauceonsidestudios.com/wp-includes/post- | bad             | good                 | Not Match    | 2025-03-05 07:46:26
423   | 264959     | 192.com/atoz/people/harrison/bernice/    | good            | good                 | Match        | 2025-03-05 07:47:28
424   | 169823     | en.wikilib.com/wiki/Football_%28soccer%2 | good            | good                 | Match        | 2025-03-05 07:48:30
425   | 35294      | 'www.cpiano.com/js/?amp;app=com-d3&amp;r | bad             | bad                  | Match        | 2025-03-05 07:49:32
426   | 469690     | yelp.com/biz/richards-drive-in-easton    | good            | good                 | Match        | 2025-03-05 07:50:35
427   | 95085      | www.angelfire.com/ego/l5rphilippines/    | good            | good                 | Match        | 2025-03-05 07:51:38
428   | 257421     | web.me.com/angelinekimkyna/Site/Resume.h | good            | good                 | Match        | 2025-03-05 07:52:39
429   | 496836     | kickboxing.cba.pl/09y7gnninj             | bad             | good                 | Not Match    | 2025-03-05 07:53:42
430   | 22441      | zc64cpalz.blogspot.ca/                   | bad             | good                 | Not Match    | 2025-03-05 07:54:46
431   | 526426     | 89.231.1.19/~mkisielewicz/54t4f4f/7u65j5 | bad             | good                 | Not Match    | 2025-03-05 07:55:47
432   | 46169      | paypal.com.us.cgi.bin.webscr.cmd.login.m | bad             | good                 | Not Match    | 2025-03-05 07:56:49
433   | 285431     | athleticsnation.com/2009/3/23/806400/an- | good            | good                 | Match        | 2025-03-05 07:57:52
434   | 372752     | legacy.com/obituaries/timesunion/obituar | good            | good                 | Match        | 2025-03-05 07:58:55
435   | 202825     | jeffurso.com/                            | good            | good                 | Match        | 2025-03-05 07:59:57
436   | 78943      | researchweb.watson.ibm.com/ismm04/       | good            | good                 | Match        | 2025-03-05 08:01:02
437   | 432868     | soap.com/subcat=Laundry-5048?myfavecateg | good            | good                 | Match        | 2025-03-05 08:02:04
438   | 275763     | amazon.com/Karanga-Chapo/dp/B002NTN918   | good            | good                 | Match        | 2025-03-05 08:03:07
439   | 211626     | matsuyaney.tumblr.com/post/12314226555   | good            | good                 | Match        | 2025-03-05 08:04:11
440   | 357397     | imavision.com/en/                        | good            | good                 | Match        | 2025-03-05 08:05:20
441   | 13230      | albertocoto.com/media/system/css/        | bad             | good                 | Not Match    | 2025-03-05 08:06:24
442   | 378643     | livingwithout.com/                       | good            | good                 | Match        | 2025-03-05 08:07:28
443   | 494268     | 158.255.193.15:4331/2/5GKESykA88VV9kVk_l | bad             | good                 | Not Match    | 2025-03-05 08:08:31
444   | 151960     | boards.ancestry.com/surnames.grandpre/68 | good            | good                 | Match        | 2025-03-05 08:09:33
445   | 68775      | tools.ietf.org/html/rfc2985              | good            | good                 | Match        | 2025-03-05 08:10:36
446   | 234606     | repositories.lib.utexas.edu/handle/2152/ | good            | good                 | Match        | 2025-03-05 08:11:39
447   | 481581     | yachts-interior.com/tag/christina-o/     | good            | good                 | Match        | 2025-03-05 08:12:43
448   | 507741     | airogap.com/rss/feed/stream              | bad             | good                 | Not Match    | 2025-03-05 08:13:45
449   | 517910     | patiefreleng-tablewise.digital-downloads | bad             | good                 | Not Match    | 2025-03-05 08:59:42
450   | 82685      | www.faqs.org/faqs/graphics/renderman-faq | good            | good                 | Match        | 2025-03-05 09:00:45
451   | 469860     | yelp.com/biz/your-black-muslim-bakery-oa | good            | good                 | Match        | 2025-03-05 09:01:47
452   | 469357     | yelp.com/biz/equator-books-venice        | good            | good                 | Match        | 2025-03-05 09:02:50
453   | 466435     | worthpoint.com/worthopedia/1962-topps-ma | good            | good                 | Match        | 2025-03-05 09:03:52
454   | 169677     | en.memory-alpha.org/wiki/Michele_Scarabe | good            | good                 | Match        | 2025-03-05 09:04:56
455   | 407312     | nunesmagician.com/2011/7/5/2259785/kris- | good            | good                 | Match        | 2025-03-05 10:14:12
456   | 321091     | elyrics.net/song/c/common-lyrics.html    | good            | good                 | Match        | 2025-03-05 10:15:14
457   | 393728     | msuspartans.com/sports/m-baskbl/sched/ms | good            | good                 | Match        | 2025-03-05 10:16:17
458   | 265874     | 4shared.com/file/Nn8m0S7h/Ex_Deo_-_Romul | good            | good                 | Match        | 2025-03-05 10:17:19
459   | 277385     | amazon.com/Tales-Missouri-Tigers-Alan-Go | good            | good                 | Match        | 2025-03-05 10:18:22
460   | 375566     | linkedin.com/in/kimalden                 | good            | good                 | Match        | 2025-03-05 10:19:27
461   | 443825     | thecanadianencyclopedia.com/index.cfm?Pg | good            | good                 | Match        | 2025-03-05 10:20:29
462   | 156215     | canucks.nhl.com/club/page.htm?id=40199   | good            | good                 | Match        | 2025-03-05 10:21:32
463   | 293343     | bluegrassjournal.com/2011/08/29/the-boxc | good            | good                 | Match        | 2025-03-05 10:22:35
464   | 96275      | fkhfgfg.tk/123/load.php?file=0           | bad             | good                 | Not Match    | 2025-03-05 10:23:38
465   | 352895     | hockeyfights.com/players/2858            | good            | good                 | Match        | 2025-03-05 10:24:46
466   | 274444     | amazon.com/Choice-Consequence-Thomas-C-S | good            | good                 | Match        | 2025-03-05 10:25:49
467   | 482600     | creativecommons.org/fellows              | good            | good                 | Match        | 2025-03-05 10:26:53
468   | 418886     | quebec-hotels.net/cities/Vaudreuil-Dorio | good            | good                 | Match        | 2025-03-05 10:27:56
469   | 460276     | virtualtourist.com/travel/North_America/ | good            | good                 | Match        | 2025-03-05 10:28:59
470   | 92457      | www.streetgangs.com/homies               | good            | good                 | Match        | 2025-03-05 10:30:03
471   | 478040     | youtube.com/watch?v=tAh_n15s84o          | good            | good                 | Match        | 2025-03-05 10:31:06
472   | 311397     | cvent.com/events/maximizing-california-e | good            | good                 | Match        | 2025-03-05 10:32:09
473   | 182934     | encycl.opentopia.com/term/Allan_Cup      | good            | good                 | Match        | 2025-03-05 10:33:12
474   | 448049     | tngenweb.org/bradley/b_gdsp.htm          | good            | good                 | Match        | 2025-03-05 10:34:15
475   | 71563      | www.ibm.com/developerworks/webservices/l | good            | good                 | Match        | 2025-03-05 10:35:18
476   | 497727     | dentallabor-rott.de/typo3/interfaces/adm | bad             | good                 | Not Match    | 2025-03-05 10:36:21
477   | 200488     | inoviacapital.com/2011/09/gamerizon/     | good            | good                 | Match        | 2025-03-05 10:37:24
478   | 444365     | thefreedictionary.com/Cook%2c+Thomas     | good            | good                 | Match        | 2025-03-05 10:38:26
479   | 395849     | mylife.com/c-2144627775                  | good            | good                 | Match        | 2025-03-05 10:39:27
480   | 340716     | footballdb.com/players.html?letter=F     | good            | good                 | Match        | 2025-03-05 10:40:30
481   | 268575     | absoluteastronomy.com/topics/Terry_Evans | good            | good                 | Match        | 2025-03-05 10:41:31
482   | 76542      | elica.net/site/papers/papers.html        | good            | good                 | Match        | 2025-03-05 10:42:34
483   | 262600     | etud.iro.umontreal.ca/~petitg/cpp/matrix | good            | good                 | Match        | 2025-03-05 10:43:37
484   | 326618     | facebook.com/billingssymphony            | good            | good                 | Match        | 2025-03-05 10:44:39
485   | 280612     | answers.com/topic/laurendeau             | good            | good                 | Match        | 2025-03-05 10:45:42
486   | 322600     | entertainmentcareers.net/company/?Compan | good            | good                 | Match        | 2025-03-05 10:46:45
487   | 538743     | econopaginas.com/nyx37ec?eujhnelmax=fivp | bad             | good                 | Not Match    | 2025-03-05 10:47:49
488   | 70961      | www.forbes.com/forbes/1999/0809/6403122a | good            | good                 | Match        | 2025-03-05 10:48:55
489   | 215324     | motorcitybengals.com/2011/11/01/what-abo | good            | good                 | Match        | 2025-03-05 10:50:02
490   | 109251     | vynsoft.com/avail/soft                   | bad             | good                 | Not Match    | 2025-03-05 10:51:04
491   | 157735     | chefmoz.org/Canada/QC/Montreal-Nord/     | good            | good                 | Match        | 2025-03-05 10:52:07
492   | 379259     | lonelyplanet.com/south-africa            | good            | good                 | Match        | 2025-03-05 10:53:09
493   | 357054     | ilfordlab.com/page/57/Black-and-White-Pr | good            | good                 | Match        | 2025-03-05 10:54:11
494   | 61505      | sourceforge.net/projects/mime-dir-j/     | good            | good                 | Match        | 2025-03-05 10:55:17
495   | 123560     | clccdc.com/libraries/openid/Auth/OpenID/ | bad             | good                 | Not Match    | 2025-03-05 10:56:19
496   | 69548      | www.pointafter.com/tips_techniques.htm   | good            | good                 | Match        | 2025-03-05 10:57:23
497   | 254751     | venturebeatprofiles.com/company/profile/ | good            | good                 | Match        | 2025-03-05 10:58:24
498   | 210471     | mafianewsreport.com/montreal-mobster-nic | good            | good                 | Match        | 2025-03-05 10:59:27
499   | 275141     | amazon.com/Forest-Pipes-Disney-Concert-O | good            | good                 | Match        | 2025-03-05 11:00:29
500   | 515740     | sallykandymandy.top/search.php           | bad             | good                 | Not Match    | 2025-03-05 11:01:31
------------------------------------------------------------------------------------------------------------------------------------------------------

Total mismatches : 120
Percentage of mismatches: 120/500 * 100 = 24%
